사용일자,2호선,합계
2020-03-17,32706,32706
2020-03-18,33341,33341
2020-03-19,32126,32126
2020-03-20,33355,33355
2020-03-21,13622,13622
2020-03-22,9797,9797
2020-03-23,32648,32648
2020-03-24,33111,33111
2020-03-25,33373,33373
2020-03-26,32642,32642
2020-03-27,33351,33351
2020-03-28,13593,13593
2020-03-29,9715,9715
2020-03-30,32674,32674
2020-03-31,33606,33606
2020-04-01,33482,33482
2020-04-02,33076,33076
2020-04-03,34140,34140
2020-04-04,13746,13746
2020-04-05,9833,9833
2020-04-06,34580,34580
2020-04-07,35404,35404
2020-04-08,35267,35267
2020-04-09,35437,35437
2020-04-10,35353,35353
2020-04-11,13964,13964
2020-04-12,10027,10027
2020-04-13,35387,35387
2020-04-14,38496,38496
2020-04-15,12237,12237
2020-04-16,35710,35710
2020-04-17,35257,35257
2020-04-18,15554,15554
2020-04-19,10138,10138
2020-04-20,36610,36610
2020-04-21,37335,37335
2020-04-22,37928,37928
2020-04-23,37988,37988
2020-04-24,38586,38586
2020-04-25,16732,16732
2020-04-26,11487,11487
2020-04-27,38188,38188
2020-04-28,39230,39230
2020-04-29,39975,39975
2020-04-30,15554,15554
2020-05-01,16500,16500
2020-05-02,15077,15077
2020-05-03,11858,11858
2020-05-04,31935,31935
2020-05-05,13757,13757
2020-05-06,40304,40304
2020-05-07,41099,41099
2020-05-08,40105,40105
2020-05-09,15711,15711
2020-05-10,11693,11693
2020-05-11,39097,39097
2020-05-12,39789,39789
2020-05-13,39854,39854
2020-05-14,39251,39251
2020-05-15,37732,37732
2020-05-16,16020,16020
2020-05-17,11795,11795
2020-05-18,36661,36661
2020-05-19,37588,37588
2020-05-20,39549,39549
2020-05-21,38934,38934
2020-05-22,39579,39579
2020-05-23,18145,18145
2020-05-24,11996,11996
2020-05-25,39309,39309
2020-05-26,40363,40363
2020-05-27,40793,40793
2020-05-28,40543,40543
2020-05-29,40279,40279
2020-05-30,16950,16950
2020-05-31,12303,12303
2020-06-01,39209,39209
2020-06-02,39244,39244
2020-06-03,40166,40166
2020-06-04,40568,40568
2020-06-05,40161,40161
2020-06-06,16592,16592
2020-06-07,11996,11996
2020-06-08,38974,38974
2020-06-09,40094,40094
2020-06-10,40131,40131
2020-06-11,40499,40499
2020-06-12,40582,40582
2020-06-13,18149,18149
2020-06-14,12233,12233
2020-06-15,39513,39513
2020-06-16,40660,40660
2020-06-17,40601,40601
2020-06-18,40971,40971
2020-06-19,40147,40147
2020-06-20,18316,18316
2020-06-21,12335,12335
2020-06-22,39362,39362
2020-06-23,41211,41211
2020-06-24,39881,39881
2020-06-25,41494,41494
2020-06-26,42659,42659
2020-06-27,20545,20545
2020-06-28,14019,14019
2020-06-29,40167,40167
2020-06-30,41371,41371
2020-07-01,42355,42355
2020-07-02,41686,41686
2020-07-03,42299,42299
2020-07-04,19263,19263
2020-07-05,12970,12970
2020-07-06,40657,40657
2020-07-07,41837,41837
2020-07-08,42037,42037
2020-07-09,42055,42055
2020-07-10,41624,41624
2020-07-11,19661,19661
2020-07-12,13418,13418
2020-07-13,36151,36151
2020-07-14,41979,41979
2020-07-15,42526,42526
2020-07-16,42360,42360
2020-07-17,41598,41598
2020-07-18,20033,20033
2020-07-19,12139,12139
2020-07-20,40275,40275
2020-07-21,42270,42270
2020-07-22,41563,41563
2020-07-23,41352,41352
2020-07-24,41779,41779
2020-07-25,21280,21280
2020-07-26,13383,13383
2020-07-27,39932,39932
2020-07-28,41667,41667
2020-07-29,40589,40589
2020-07-30,42014,42014
2020-07-31,41752,41752
2020-08-01,17387,17387
2020-08-02,11560,11560
2020-08-03,37637,37637
2020-08-04,40125,40125
2020-08-05,40903,40903
2020-08-06,42314,42314
2020-08-07,42691,42691
2020-08-08,20143,20143
2020-08-09,12092,12092
2020-08-10,36910,36910
2020-08-11,41717,41717
2020-08-12,42758,42758
2020-08-13,41910,41910
2020-08-14,40359,40359
2020-08-15,21484,21484
2020-08-16,13319,13319
2020-08-17,14894,14894
2020-08-18,36628,36628
2020-08-19,34978,34978
2020-08-20,33977,33977
2020-08-21,33176,33176
2020-08-22,12346,12346
2020-08-23,9458,9458
2020-08-24,31609,31609
2020-08-25,32256,32256
2020-08-26,31677,31677
2020-08-27,29984,29984
2020-08-28,31190,31190
2020-08-29,11347,11347
2020-08-30,8336,8336
2020-08-31,30414,30414
2020-09-01,30177,30177
2020-09-02,27768,27768
2020-09-03,28394,28394
2020-09-04,29691,29691
2020-09-05,12120,12120
2020-09-06,8602,8602
2020-09-07,29115,29115
2020-09-08,31175,31175
2020-09-09,30642,30642
2020-09-10,31192,31192
2020-09-11,31467,31467
2020-09-12,13186,13186
2020-09-13,10010,10010
2020-09-14,33193,33193
2020-09-15,34132,34132
2020-09-16,34084,34084
2020-09-17,34843,34843
2020-09-18,36483,36483
2020-09-19,16787,16787
2020-09-20,11715,11715
2020-09-21,35639,35639
2020-09-22,36611,36611
2020-09-23,36994,36994
2020-09-24,37319,37319
2020-09-25,38406,38406
2020-09-26,17666,17666
2020-09-27,12691,12691
2020-09-28,37312,37312
2020-09-29,36112,36112
2020-09-30,7888,7888
2020-10-01,4211,4211
2020-10-02,10852,10852
2020-10-03,15410,15410
2020-10-04,11380,11380
2020-10-05,36229,36229
2020-10-06,37677,37677
2020-10-07,37970,37970
2020-10-08,39056,39056
2020-10-09,17367,17367
2020-10-10,16976,16976
2020-10-11,12411,12411
2020-10-12,37753,37753
2020-10-13,39077,39077
2020-10-14,39224,39224
2020-10-15,38856,38856
2020-10-16,39800,39800
2020-10-17,19187,19187
2020-10-18,13414,13414
2020-10-19,38448,38448
2020-10-20,39882,39882
2020-10-21,39987,39987
2020-10-22,40331,40331
2020-10-23,41183,41183
2020-10-24,21430,21430
2020-10-25,14216,14216
2020-10-26,39866,39866
2020-10-27,41246,41246
2020-10-28,41203,41203
2020-10-29,41569,41569
2020-10-30,41779,41779
2020-10-31,21138,21138
2020-11-01,13460,13460
2020-11-02,40707,40707
2020-11-03,41783,41783
2020-11-04,41828,41828
2020-11-05,41788,41788
2020-11-06,42425,42425
2020-11-07,21551,21551
2020-11-08,15031,15031
2020-11-09,39103,39103
2020-11-10,41077,41077
2020-11-11,42757,42757
2020-11-12,42129,42129
2020-11-13,43197,43197
2020-11-14,21626,21626
2020-11-15,14684,14684
2020-11-16,40282,40282
2020-11-17,41284,41284
2020-11-18,40666,40666
2020-11-19,39209,39209
2020-11-20,38768,38768
2020-11-21,18612,18612
2020-11-22,12619,12619
2020-11-23,37456,37456
2020-11-24,36917,36917
2020-11-25,37143,37143
2020-11-26,36342,36342
2020-11-27,35270,35270
2020-11-28,15131,15131
2020-11-29,10818,10818
2020-11-30,35170,35170
2020-12-01,35841,35841
2020-12-02,35618,35618
2020-12-03,35380,35380
2020-12-04,35814,35814
2020-12-05,14692,14692
2020-12-06,10664,10664
2020-12-07,34139,34139
2020-12-08,33410,33410
2020-12-09,32986,32986
2020-12-10,33206,33206
2020-12-11,32954,32954
2020-12-12,13136,13136
2020-12-13,9431,9431
2020-12-14,30119,30119
2020-12-15,30847,30847
2020-12-16,30679,30679
2020-12-17,31165,31165
2020-12-18,30856,30856
2020-12-19,12824,12824
2020-12-20,9263,9263
2020-12-21,30529,30529
2020-12-22,31831,31831
2020-12-23,32157,32157
2020-12-24,32493,32493
2020-12-25,12634,12634
2020-12-26,11924,11924
2020-12-27,9052,9052
2020-12-28,30156,30156
2020-12-29,30908,30908
2020-12-30,29880,29880
2020-12-31,28751,28751
2021-01-01,4887,4887
2021-01-02,10899,10899
2021-01-03,8473,8473
2021-01-04,32676,32676
2021-01-05,32555,32555
2021-01-06,31763,31763
2021-01-07,33672,33672
2021-01-08,31912,31912
2021-01-09,13002,13002
2021-01-10,9566,9566
2021-01-11,32226,32226
2021-01-12,32807,32807
2021-01-13,34224,34224
2021-01-14,33793,33793
2021-01-15,33357,33357
2021-01-16,14347,14347
2021-01-17,9751,9751
2021-01-18,34376,34376
2021-01-19,34052,34052
2021-01-20,35475,35475
2021-01-21,34734,34734
2021-01-22,35420,35420
2021-01-23,15836,15836
2021-01-24,10901,10901
2021-01-25,35054,35054
2021-01-26,35718,35718
2021-01-27,36724,36724
2021-01-28,35778,35778
2021-01-29,35225,35225
2021-01-30,15864,15864
2021-01-31,11342,11342
2021-02-01,36100,36100
2021-02-02,36662,36662
2021-02-03,36668,36668
2021-02-04,37604,37604
2021-02-05,37652,37652
2021-02-06,16877,16877
2021-02-07,11710,11710
2021-02-08,37164,37164
2021-02-09,37775,37775
2021-02-10,35604,35604
2021-02-11,6829,6829
2021-02-12,3585,3585
2021-02-13,11914,11914
2021-02-14,11522,11522
2021-02-15,35438,35438
2021-02-16,37640,37640
2021-02-17,37415,37415
2021-02-18,37728,37728
2021-02-19,38195,38195
2021-02-20,17936,17936
2021-02-21,12531,12531
2021-02-22,37536,37536
2021-02-23,38407,38407
2021-02-24,38786,38786
2021-02-25,38434,38434
2021-02-26,38817,38817
2021-02-27,18834,18834
2021-02-28,14364,14364
2021-03-01,12014,12014
2021-03-02,37295,37295
2021-03-03,38461,38461
2021-03-04,38505,38505
2021-03-05,39953,39953
2021-03-06,18578,18578
2021-03-07,13048,13048
2021-03-08,34766,34766
2021-03-09,39881,39881
2021-03-10,39740,39740
2021-03-11,38840,38840
2021-03-12,39208,39208
2021-03-13,19296,19296
2021-03-14,13305,13305
2021-03-15,38018,38018
2021-03-16,38606,38606
2021-03-17,39714,39714
2021-03-18,39204,39204
2021-03-19,39797,39797
2021-03-20,17946,17946
2021-03-21,12986,12986
2021-03-22,37874,37874
2021-03-23,39548,39548
2021-03-24,39334,39334
2021-03-25,39603,39603
2021-03-26,39381,39381
2021-03-27,17922,17922
2021-03-28,12296,12296
2021-03-29,36518,36518
2021-03-30,38471,38471
2021-03-31,39359,39359
2021-04-01,39073,39073
2021-04-02,39751,39751
2021-04-03,16466,16466
2021-04-04,13145,13145
2021-04-05,37751,37751
2021-04-06,39517,39517
2021-04-07,38868,38868
2021-04-08,38984,38984
2021-04-09,39572,39572
2021-04-10,18927,18927
2021-04-11,13138,13138
2021-04-12,36222,36222
2021-04-13,38480,38480
2021-04-14,38774,38774
2021-04-15,39009,39009
2021-04-16,37765,37765
2021-04-17,17956,17956
2021-04-18,12845,12845
2021-04-19,34343,34343
2021-04-20,38458,38458
2021-04-21,38645,38645
2021-04-22,38529,38529
2021-04-23,38685,38685
2021-04-24,18649,18649
2021-04-25,12977,12977
2021-04-26,37417,37417
2021-04-27,38506,38506
2021-04-28,39484,39484
2021-04-29,39927,39927
2021-04-30,40702,40702
2021-05-01,17849,17849
2021-05-02,13480,13480
2021-05-03,38077,38077
2021-05-04,37809,37809
2021-05-05,15149,15149
2021-05-06,35710,35710
2021-05-07,37146,37146
2021-05-08,15525,15525
2021-05-09,12356,12356
2021-05-10,36769,36769
2021-05-11,38984,38984
2021-05-12,39370,39370
2021-05-13,39256,39256
2021-05-14,39792,39792
2021-05-15,17800,17800
2021-05-16,11322,11322
2021-05-17,37175,37175
2021-05-18,39633,39633
2021-05-19,16179,16179
2021-05-20,37825,37825
2021-05-21,38031,38031
2021-05-22,19095,19095
2021-05-23,12887,12887
2021-05-24,37744,37744
2021-05-25,39193,39193
2021-05-26,39555,39555
2021-05-27,38499,38499
2021-05-28,38214,38214
2021-05-29,18299,18299
2021-05-30,13165,13165
2021-05-31,38007,38007
2021-06-01,39143,39143
2021-06-02,38817,38817
2021-06-03,37877,37877
2021-06-04,39526,39526
2021-06-05,18968,18968
2021-06-06,13181,13181
2021-06-07,37438,37438
2021-06-08,39291,39291
2021-06-09,39373,39373
2021-06-10,39043,39043
2021-06-11,38295,38295
2021-06-12,18907,18907
2021-06-13,12969,12969
2021-06-14,34990,34990
2021-06-15,38992,38992
2021-06-16,39762,39762
2021-06-17,40059,40059
2021-06-18,38838,38838
2021-06-19,20149,20149
2021-06-20,13591,13591
2021-06-21,39674,39674
2021-06-22,40543,40543
2021-06-23,40867,40867
2021-06-24,41068,41068
2021-06-25,41498,41498
2021-06-26,19625,19625
2021-06-27,13821,13821
2021-06-28,39223,39223
2021-06-29,40446,40446
2021-06-30,40795,40795
2021-07-01,40720,40720
2021-07-02,40658,40658
2021-07-03,18362,18362
2021-07-04,12022,12022
2021-07-05,39058,39058
2021-07-06,40252,40252
2021-07-07,39223,39223
2021-07-08,38059,38059
