사용일자,5호선,9호선,합계
2020-12-28,21367,17035,38402
2020-12-29,21578,17088,38666
2020-12-30,20976,16697,37673
2020-12-31,18584,14399,32983
2021-01-01,2691,2063,4754
2021-01-02,4079,3367,7446
2021-01-03,3053,2816,5869
2021-01-04,23969,19173,43142
2021-01-05,23813,19162,42975
2021-01-06,23636,19033,42669
2021-01-07,26685,21924,48609
2021-01-08,23773,19631,43404
2021-01-09,5592,4681,10273
2021-01-10,3799,3022,6821
2021-01-11,24505,19824,44329
2021-01-12,24817,20238,45055
2021-01-13,25625,21212,46837
2021-01-14,24723,20564,45287
2021-01-15,24487,20264,44751
2021-01-16,6365,5434,11799
2021-01-17,3789,3312,7101
2021-01-18,26242,21710,47952
2021-01-19,25553,20783,46336
2021-01-20,26149,21592,47741
2021-01-21,25890,21341,47231
2021-01-22,25907,21502,47409
2021-01-23,6902,5977,12879
2021-01-24,4427,3922,8349
2021-01-25,26532,21811,48343
2021-01-26,26610,21953,48563
2021-01-27,26939,22357,49296
2021-01-28,26812,22245,49057
2021-01-29,26299,21419,47718
2021-01-30,6811,5748,12559
2021-01-31,4462,4054,8516
2021-02-01,26712,22355,49067
2021-02-02,27170,22282,49452
2021-02-03,27688,22742,50430
2021-02-04,28762,23798,52560
2021-02-05,27685,22963,50648
2021-02-06,7123,5965,13088
2021-02-07,4512,4050,8562
2021-02-08,27614,22957,50571
2021-02-09,27635,23029,50664
2021-02-10,25277,20871,46148
2021-02-11,3584,3219,6803
2021-02-12,2627,2300,4927
2021-02-13,4393,4047,8440
2021-02-14,4394,4045,8439
2021-02-15,26577,22080,48657
2021-02-16,28259,23273,51532
2021-02-17,28079,23119,51198
2021-02-18,28568,23450,52018
2021-02-19,28454,23461,51915
2021-02-20,8832,7363,16195
2021-02-21,5893,4990,10883
2021-02-22,28942,23940,52882
2021-02-23,29344,24481,53825
2021-02-24,30237,25399,55636
2021-02-25,30210,25897,56107
2021-02-26,32696,29576,62272
2021-02-27,14654,15801,30455
2021-02-28,11062,12940,24002
2021-03-01,9206,8734,17940
2021-03-02,30597,26088,56685
2021-03-03,30799,26546,57345
2021-03-04,31602,27043,58645
2021-03-05,32160,28047,60207
2021-03-06,12961,12587,25548
2021-03-07,9037,9416,18453
2021-03-08,30902,26847,57749
2021-03-09,31275,26946,58221
2021-03-10,31545,27233,58778
2021-03-11,31417,27084,58501
2021-03-12,31384,27422,58806
2021-03-13,13434,13004,26438
2021-03-14,9061,9419,18480
2021-03-15,29571,24549,54120
2021-03-16,30881,26355,57236
2021-03-17,31001,26406,57407
2021-03-18,31052,26439,57491
2021-03-19,31172,26805,57977
2021-03-20,11858,10649,22507
2021-03-21,8624,7973,16597
2021-03-22,30087,25646,55733
2021-03-23,30711,26260,56971
2021-03-24,30855,26671,57526
2021-03-25,31078,26681,57759
2021-03-26,31741,27365,59106
2021-03-27,11933,11115,23048
2021-03-28,8041,8039,16080
2021-03-29,30324,25972,56296
2021-03-30,32037,26717,58754
2021-03-31,32435,27677,60112
2021-04-01,32274,27539,59813
2021-04-02,32327,27410,59737
2021-04-03,11954,10376,22330
2021-04-04,9076,8577,17653
2021-04-05,31134,26465,57599
2021-04-06,31660,26793,58453
2021-04-07,31151,26558,57709
2021-04-08,31154,26918,58072
2021-04-09,30968,26164,57132
2021-04-10,12552,11670,24222
2021-04-11,8341,8135,16476
2021-04-12,29026,24654,53680
2021-04-13,29537,25256,54793
2021-04-14,30409,26142,56551
2021-04-15,30322,26015,56337
2021-04-16,29956,25560,55516
2021-04-17,11691,11081,22772
2021-04-18,7648,7397,15045
2021-04-19,28835,24310,53145
2021-04-20,30166,25691,55857
2021-04-21,29982,25861,55843
2021-04-22,30105,25840,55945
2021-04-23,29968,25808,55776
2021-04-24,11473,11123,22596
2021-04-25,7754,7719,15473
2021-04-26,29694,25484,55178
2021-04-27,30276,25688,55964
2021-04-28,30467,26193,56660
2021-04-29,29913,25790,55703
2021-04-30,30580,26420,57000
2021-05-01,11626,10917,22543
2021-05-02,8204,8331,16535
2021-05-03,29777,25695,55472
2021-05-04,30047,25437,55484
2021-05-05,9624,9356,18980
2021-05-06,29730,25788,55518
2021-05-07,29599,25397,54996
2021-05-08,9674,9084,18758
2021-05-09,7620,7579,15199
2021-05-10,29497,25299,54796
2021-05-11,30277,26196,56473
2021-05-12,29932,26187,56119
2021-05-13,30577,26503,57080
2021-05-14,31011,26864,57875
2021-05-15,11868,10934,22802
2021-05-16,7023,6644,13667
2021-05-17,29590,25539,55129
2021-05-18,30871,26980,57851
